rating_id,user_id,game_id,review,rating_date
1039,348,186,Loved the character development and the plot twists.,2001-03-01
1040,1827,25,Overhyped and not worth the money.,2012-06-27
1041,1661,24,Overhyped and not worth the money.,2014-11-09
1042,1870,177,Innovative and engaging. Best game I’ve played in years.,2016-10-11
1043,1672,85,Loved the character development and the plot twists.,2018-06-30
1044,954,35,Graphics and mechanics are top-notch. A must-play!,2023-09-03
1045,698,4,Glitches and bugs ruin the experience.,1990-05-16
1046,225,35,Overhyped and not worth the money.,2023-03-22
1047,1418,85,Amazing gameplay and story! Highly recommend.,2009-08-13
1048,678,107,Glitches and bugs ruin the experience.,1995-05-26
1049,814,130,Loved the character development and the plot twists.,2018-06-14
1050,743,19,Super fun and addictive. Can’t wait for the sequel!,2021-05-20
1051,1078,8,Super fun and addictive. Can’t wait for the sequel!,2015-05-08
1052,1157,156,Overhyped and not worth the money.,2010-08-09
1053,1476,186,Repetitive and gets boring quickly.,2006-08-19
1054,1057,163,Overhyped and not worth the money.,2014-11-13
1055,1457,127,Amazing gameplay and story! Highly recommend.,2023-08-06
1056,1998,35,Overhyped and not worth the money.,2024-02-15
1057,1737,79,Disappointing story and poorly designed levels.,2018-07-06
1058,1116,94,Super fun and addictive. Can’t wait for the sequel!,2024-05-09
1059,516,181,Repetitive and gets boring quickly.,1994-10-28
1060,1894,107,Amazing gameplay and story! Highly recommend.,1997-05-14
1061,1823,165,Innovative and engaging. Best game I’ve played in years.,2005-08-21
1062,1342,8,Repetitive and gets boring quickly.,1999-11-13
1063,1447,134,Terrible controls and clunky gameplay.,2023-09-20
1064,1599,5,Loved the character development and the plot twists.,2020-03-03
1065,846,179,Overhyped and not worth the money.,2020-12-30
1066,470,87,Disappointing story and poorly designed levels.,2022-01-15
1067,1363,56,Amazing gameplay and story! Highly recommend.,2010-06-02
1068,393,171,Glitches and bugs ruin the experience.,2005-12-17
1069,252,116,Disappointing story and poorly designed levels.,2011-05-16
1070,694,25,Loved the character development and the plot twists.,2013-09-18
1071,846,107,Glitches and bugs ruin the experience.,2023-05-14
1072,685,117,Glitches and bugs ruin the experience.,2024-04-29
1073,1943,33,Disappointing story and poorly designed levels.,2000-11-26
1074,1567,20,Terrible controls and clunky gameplay.,2010-10-02
1075,741,79,Innovative and engaging. Best game I’ve played in years.,2021-11-01
1076,1851,54,Overhyped and not worth the money.,2024-07-04
1077,1102,115,Repetitive and gets boring quickly.,2018-10-20
1078,565,93,Overhyped and not worth the money.,2022-10-14
1079,972,44,Glitches and bugs ruin the experience.,2015-07-19
1080,734,116,Graphics and mechanics are top-notch. A must-play!,2020-09-11
1081,1326,177,Loved the character development and the plot twists.,2017-11-25
1082,1981,131,Graphics and mechanics are top-notch. A must-play!,2006-11-06
1083,498,176,Disappointing story and poorly designed levels.,2008-08-09
1084,498,51,Overhyped and not worth the money.,2012-09-01
1085,790,8,Overhyped and not worth the money.,2007-05-10
1086,1685,44,Overhyped and not worth the money.,2013-08-07
1087,1350,129,Loved the character development and the plot twists.,2023-01-17
1088,1832,60,Amazing gameplay and story! Highly recommend.,2023-02-14
1089,1208,161,Overhyped and not worth the money.,2024-07-04
1090,632,151,Terrible controls and clunky gameplay.,2022-10-22
1091,1235,109,Amazing gameplay and story! Highly recommend.,2024-06-24
1092,440,73,Glitches and bugs ruin the experience.,2004-06-25
1093,886,170,Disappointing story and poorly designed levels.,2022-05-29
1094,152,144,Amazing gameplay and story! Highly recommend.,2015-12-03
1095,1387,28,Terrible controls and clunky gameplay.,2004-04-08
1096,91,100,Loved the character development and the plot twists.,2019-02-01
1097,1473,57,Graphics and mechanics are top-notch. A must-play!,2002-11-29
1098,1702,174,Graphics and mechanics are top-notch. A must-play!,2018-12-23
1099,1698,25,Terrible controls and clunky gameplay.,2021-08-08
1100,1734,68,Glitches and bugs ruin the experience.,2010-05-14
1101,1521,95,Terrible controls and clunky gameplay.,2013-01-07
1102,206,117,Innovative and engaging. Best game I’ve played in years.,2016-08-10
1103,32,192,Glitches and bugs ruin the experience.,2022-06-12
1104,1036,197,Innovative and engaging. Best game I’ve played in years.,2020-01-05
1105,439,52,Terrible controls and clunky gameplay.,2021-10-15
1106,164,136,Innovative and engaging. Best game I’ve played in years.,1996-12-24
1107,595,72,Disappointing story and poorly designed levels.,2023-06-15
1108,531,33,Graphics and mechanics are top-notch. A must-play!,2007-11-22
1109,1200,2,Innovative and engaging. Best game I’ve played in years.,2024-03-31
1110,204,24,Loved the character development and the plot twists.,2012-02-21
1111,689,29,Disappointing story and poorly designed levels.,2022-06-25
1112,481,66,Innovative and engaging. Best game I’ve played in years.,2015-12-24
1113,1179,77,Amazing gameplay and story! Highly recommend.,2017-12-22
1114,220,163,Glitches and bugs ruin the experience.,2005-08-27
1115,185,173,Overhyped and not worth the money.,2024-03-02
1116,489,177,Amazing gameplay and story! Highly recommend.,2004-03-30
1117,299,18,Innovative and engaging. Best game I’ve played in years.,2017-11-07
1118,1628,86,Disappointing story and poorly designed levels.,2005-10-26
1119,6,68,Disappointing story and poorly designed levels.,2007-05-11
1120,718,70,Repetitive and gets boring quickly.,2017-10-23
1121,842,78,Graphics and mechanics are top-notch. A must-play!,1996-05-11
1122,941,51,Disappointing story and poorly designed levels.,2022-03-21
1123,728,41,Disappointing story and poorly designed levels.,2024-08-22
1124,1234,106,Loved the character development and the plot twists.,2011-01-25
1125,920,133,Overhyped and not worth the money.,2023-12-01
1126,137,156,Disappointing story and poorly designed levels.,2011-03-11
1127,1094,153,Amazing gameplay and story! Highly recommend.,2023-02-06
1128,337,193,Amazing gameplay and story! Highly recommend.,2011-01-09
1129,781,16,Overhyped and not worth the money.,2020-08-14
1130,345,54,Graphics and mechanics are top-notch. A must-play!,2023-11-08
1131,207,181,Loved the character development and the plot twists.,1998-02-06
1132,1729,123,Terrible controls and clunky gameplay.,2011-05-28
1133,1716,176,Innovative and engaging. Best game I’ve played in years.,2023-06-14
1134,651,83,Innovative and engaging. Best game I’ve played in years.,2024-08-21
1135,1750,120,Overhyped and not worth the money.,2021-04-08
1136,312,60,Glitches and bugs ruin the experience.,1998-09-29
1137,262,124,Terrible controls and clunky gameplay.,2016-09-28
1138,361,55,Disappointing story and poorly designed levels.,2021-11-13
1139,929,182,Glitches and bugs ruin the experience.,2024-04-11
1140,192,100,Glitches and bugs ruin the experience.,2012-06-29
1141,110,97,Innovative and engaging. Best game I’ve played in years.,2024-10-10
1142,652,61,Graphics and mechanics are top-notch. A must-play!,2023-02-27
1143,169,89,Glitches and bugs ruin the experience.,2007-04-24
1144,1334,155,Repetitive and gets boring quickly.,2011-11-11
1145,1790,153,Terrible controls and clunky gameplay.,2023-02-04
1146,540,179,Amazing gameplay and story! Highly recommend.,1997-03-11
1147,998,74,Loved the character development and the plot twists.,2023-11-28
1148,1919,161,Amazing gameplay and story! Highly recommend.,2015-07-20
1149,263,25,Terrible controls and clunky gameplay.,2016-09-07
1150,217,117,Amazing gameplay and story! Highly recommend.,2022-06-06
1151,983,17,Disappointing story and poorly designed levels.,2014-04-27
1152,707,78,Disappointing story and poorly designed levels.,2014-11-18
1153,680,97,Terrible controls and clunky gameplay.,2005-11-21
1154,1051,119,Super fun and addictive. Can’t wait for the sequel!,2013-01-26
1155,1875,155,Amazing gameplay and story! Highly recommend.,2015-07-04
1156,1608,151,Loved the character development and the plot twists.,2022-09-20
1157,1361,18,Overhyped and not worth the money.,1995-09-07
1158,850,183,Super fun and addictive. Can’t wait for the sequel!,2017-03-18
1159,582,24,Repetitive and gets boring quickly.,1984-07-04
1160,81,47,Graphics and mechanics are top-notch. A must-play!,2022-11-30
1161,555,154,Repetitive and gets boring quickly.,2022-08-18
1162,1474,123,Super fun and addictive. Can’t wait for the sequel!,2000-05-30
1163,323,178,Super fun and addictive. Can’t wait for the sequel!,2015-05-14
1164,1692,183,Repetitive and gets boring quickly.,2021-09-30
1165,1270,87,Terrible controls and clunky gameplay.,1998-04-27
1166,510,14,Innovative and engaging. Best game I’ve played in years.,2017-01-10
1167,1007,118,Loved the character development and the plot twists.,2023-05-22
1168,1401,91,Overhyped and not worth the money.,2004-05-23
1169,1656,102,Loved the character development and the plot twists.,2018-06-02
1170,1831,45,Glitches and bugs ruin the experience.,1996-01-23
1171,1070,150,Terrible controls and clunky gameplay.,2002-01-03
1172,1610,80,Super fun and addictive. Can’t wait for the sequel!,2010-07-03
1173,1587,109,Overhyped and not worth the money.,2007-06-02
1174,91,119,Disappointing story and poorly designed levels.,2002-11-18
1175,1885,179,Amazing gameplay and story! Highly recommend.,2009-01-02
1176,654,188,Overhyped and not worth the money.,1995-12-07
1177,644,149,Glitches and bugs ruin the experience.,2022-05-25
1178,1168,135,Super fun and addictive. Can’t wait for the sequel!,2017-06-29
1179,1546,41,Glitches and bugs ruin the experience.,2010-08-10
1180,188,116,Graphics and mechanics are top-notch. A must-play!,2022-03-30
1181,799,194,Terrible controls and clunky gameplay.,2023-07-20
1182,1612,113,Overhyped and not worth the money.,2022-03-22
1183,104,142,Loved the character development and the plot twists.,2022-05-01
1184,1685,179,Amazing gameplay and story! Highly recommend.,2002-07-09
1185,931,1,Loved the character development and the plot twists.,2017-07-25
1186,610,119,Graphics and mechanics are top-notch. A must-play!,2023-07-01
1187,554,158,Graphics and mechanics are top-notch. A must-play!,2022-11-27
1188,248,68,Super fun and addictive. Can’t wait for the sequel!,2001-10-09
1189,621,176,Terrible controls and clunky gameplay.,2013-05-08
1190,1257,77,Terrible controls and clunky gameplay.,2024-05-07
1191,1469,44,Super fun and addictive. Can’t wait for the sequel!,2018-09-21
1192,1409,89,Super fun and addictive. Can’t wait for the sequel!,2014-05-08
1193,1723,66,Repetitive and gets boring quickly.,2023-11-21
1194,1014,49,Amazing gameplay and story! Highly recommend.,2009-07-23
1195,33,122,Overhyped and not worth the money.,2004-01-04
1196,121,140,Loved the character development and the plot twists.,2005-05-19
1197,529,158,Repetitive and gets boring quickly.,2024-08-27
1198,1276,191,Super fun and addictive. Can’t wait for the sequel!,2024-01-12
1199,1147,100,Amazing gameplay and story! Highly recommend.,2011-05-27
1200,1071,141,Loved the character development and the plot twists.,2002-12-17
1201,1150,52,Repetitive and gets boring quickly.,2015-04-22
1202,1497,95,Overhyped and not worth the money.,2002-05-30
1203,1788,181,Loved the character development and the plot twists.,2018-12-03
1204,1634,147,Super fun and addictive. Can’t wait for the sequel!,2018-11-24
1205,162,118,Glitches and bugs ruin the experience.,2013-12-18
1206,973,141,Amazing gameplay and story! Highly recommend.,2016-06-12
1207,434,153,Super fun and addictive. Can’t wait for the sequel!,2018-10-13
1208,39,54,Loved the character development and the plot twists.,2024-06-05
1209,1298,79,Loved the character development and the plot twists.,2013-11-02
1210,1116,176,Disappointing story and poorly designed levels.,2020-03-13
1211,1033,56,Disappointing story and poorly designed levels.,2019-12-21
1212,1223,12,Innovative and engaging. Best game I’ve played in years.,2020-04-03
1213,639,192,Innovative and engaging. Best game I’ve played in years.,2002-05-04
1214,78,148,Disappointing story and poorly designed levels.,1995-07-06
1215,191,125,Repetitive and gets boring quickly.,2023-02-22
1216,1918,155,Glitches and bugs ruin the experience.,2013-12-24
1217,1588,14,Graphics and mechanics are top-notch. A must-play!,2012-07-06
1218,1559,75,Super fun and addictive. Can’t wait for the sequel!,2024-03-16
1219,685,2,Amazing gameplay and story! Highly recommend.,2011-04-09
1220,672,159,Innovative and engaging. Best game I’ve played in years.,2016-09-01
1221,1282,175,Loved the character development and the plot twists.,2010-05-14
1222,471,146,Glitches and bugs ruin the experience.,2024-08-16
1223,103,136,Repetitive and gets boring quickly.,2015-09-22
1224,1409,187,Terrible controls and clunky gameplay.,2007-08-22
1225,72,58,Overhyped and not worth the money.,2022-09-16
1226,42,156,Amazing gameplay and story! Highly recommend.,2014-02-26
1227,1406,145,Graphics and mechanics are top-notch. A must-play!,2023-09-29
1228,302,141,Overhyped and not worth the money.,2010-12-04
1229,1115,3,Terrible controls and clunky gameplay.,2010-08-21
1230,1494,50,Graphics and mechanics are top-notch. A must-play!,2018-12-25
1231,1822,91,Loved the character development and the plot twists.,2007-12-13
1232,860,163,Disappointing story and poorly designed levels.,2000-09-21
1233,709,171,Amazing gameplay and story! Highly recommend.,2019-04-19
1234,1170,17,Glitches and bugs ruin the experience.,2013-10-15
1235,511,85,Glitches and bugs ruin the experience.,2011-11-03
1236,1783,92,Innovative and engaging. Best game I’ve played in years.,2021-05-03
1237,1462,145,Super fun and addictive. Can’t wait for the sequel!,2022-12-29
1238,1046,30,Disappointing story and poorly designed levels.,2023-10-17
1239,1762,122,Innovative and engaging. Best game I’ve played in years.,2004-03-18
1240,1041,144,Loved the character development and the plot twists.,2022-07-19
1241,656,124,Super fun and addictive. Can’t wait for the sequel!,2024-07-16
1242,1321,3,Disappointing story and poorly designed levels.,2011-07-20
1243,648,179,Overhyped and not worth the money.,2012-04-22
1244,1692,178,Terrible controls and clunky gameplay.,2014-08-21
1245,509,74,Innovative and engaging. Best game I’ve played in years.,2022-09-17
1246,168,13,Loved the character development and the plot twists.,2020-11-18
1247,355,137,Glitches and bugs ruin the experience.,2024-03-15
1248,1043,66,Disappointing story and poorly designed levels.,2015-01-22
1249,1462,164,Overhyped and not worth the money.,2021-05-22
1250,1987,70,Loved the character development and the plot twists.,1998-03-31
1251,1492,1,Overhyped and not worth the money.,2016-06-27
1252,649,58,Overhyped and not worth the money.,2018-04-06
1253,1099,49,Disappointing story and poorly designed levels.,2011-04-08
1254,387,101,Graphics and mechanics are top-notch. A must-play!,2024-09-10
1255,242,112,Repetitive and gets boring quickly.,2024-08-25
1256,1573,142,Innovative and engaging. Best game I’ve played in years.,2024-04-23
1257,1382,82,Terrible controls and clunky gameplay.,2014-10-27
1258,1252,15,Disappointing story and poorly designed levels.,2023-01-03
1259,1345,28,Repetitive and gets boring quickly.,2008-03-29
1260,105,36,Loved the character development and the plot twists.,2019-04-10
1261,1653,134,Amazing gameplay and story! Highly recommend.,2009-06-06
1262,491,90,Loved the character development and the plot twists.,2023-01-13
1263,1826,10,Graphics and mechanics are top-notch. A must-play!,2012-05-16
1264,148,105,Innovative and engaging. Best game I’ve played in years.,2013-05-09
1265,448,19,Terrible controls and clunky gameplay.,2021-08-28
1266,348,164,Glitches and bugs ruin the experience.,2020-12-08
1267,1569,90,Graphics and mechanics are top-notch. A must-play!,2022-06-26
1268,689,51,Innovative and engaging. Best game I’ve played in years.,1980-10-16
1269,1547,72,Overhyped and not worth the money.,2024-02-13
1270,316,113,Terrible controls and clunky gameplay.,1991-03-18
1271,451,26,Graphics and mechanics are top-notch. A must-play!,2022-10-29
1272,318,48,Overhyped and not worth the money.,2012-11-20
1273,905,25,Loved the character development and the plot twists.,2004-12-17
1274,1184,68,Terrible controls and clunky gameplay.,2018-09-23
1275,254,38,Innovative and engaging. Best game I’ve played in years.,2013-04-20
1276,26,100,Amazing gameplay and story! Highly recommend.,2010-02-13
1277,1738,36,Glitches and bugs ruin the experience.,2023-05-16
1278,1044,82,Overhyped and not worth the money.,2001-02-20
1279,806,135,Disappointing story and poorly designed levels.,2024-02-11
1280,1745,4,Graphics and mechanics are top-notch. A must-play!,2022-09-17
1281,1630,139,Repetitive and gets boring quickly.,2017-05-13
1282,1646,164,Terrible controls and clunky gameplay.,2024-08-06
1283,823,94,Repetitive and gets boring quickly.,2015-12-18
1284,1486,133,Terrible controls and clunky gameplay.,2024-06-21
1285,329,97,Graphics and mechanics are top-notch. A must-play!,2014-04-30
1286,1558,111,Glitches and bugs ruin the experience.,2005-03-08
1287,305,63,Disappointing story and poorly designed levels.,2021-06-27
1288,582,37,Repetitive and gets boring quickly.,2000-11-26
1289,1824,148,Terrible controls and clunky gameplay.,2011-04-30
1290,395,135,Terrible controls and clunky gameplay.,2022-08-29
1291,336,185,Amazing gameplay and story! Highly recommend.,2022-11-25
1292,465,116,Innovative and engaging. Best game I’ve played in years.,2014-06-16
1293,1000,76,Super fun and addictive. Can’t wait for the sequel!,2024-05-07
1294,1878,17,Amazing gameplay and story! Highly recommend.,2016-11-26
1295,1696,185,Super fun and addictive. Can’t wait for the sequel!,1994-03-18
1296,1324,155,Super fun and addictive. Can’t wait for the sequel!,2000-11-25
1297,917,173,Innovative and engaging. Best game I’ve played in years.,2022-10-01
1298,1649,29,Disappointing story and poorly designed levels.,2021-03-21
1299,1845,91,Graphics and mechanics are top-notch. A must-play!,2006-04-17
1300,1052,114,Super fun and addictive. Can’t wait for the sequel!,2016-12-16
1301,1136,155,Graphics and mechanics are top-notch. A must-play!,1995-06-15
1302,1226,121,Loved the character development and the plot twists.,2016-08-10
1303,1597,69,Super fun and addictive. Can’t wait for the sequel!,2020-06-24
1304,1367,137,Disappointing story and poorly designed levels.,2024-08-21
1305,214,96,Overhyped and not worth the money.,2024-10-17
1306,373,58,Overhyped and not worth the money.,1997-06-15
1307,383,66,Amazing gameplay and story! Highly recommend.,2016-06-18
1308,1543,39,Super fun and addictive. Can’t wait for the sequel!,2024-09-08
1309,282,135,Amazing gameplay and story! Highly recommend.,2024-02-13
1310,847,122,Glitches and bugs ruin the experience.,2004-03-01
1311,880,116,Super fun and addictive. Can’t wait for the sequel!,2011-09-15
1312,799,122,Terrible controls and clunky gameplay.,2020-10-14
1313,28,14,Graphics and mechanics are top-notch. A must-play!,2016-12-06
1314,174,6,Amazing gameplay and story! Highly recommend.,2016-08-15
1315,870,83,Graphics and mechanics are top-notch. A must-play!,2024-03-04
1316,846,94,Terrible controls and clunky gameplay.,2021-08-30
1317,138,67,Overhyped and not worth the money.,2020-02-19
1318,1436,188,Terrible controls and clunky gameplay.,2017-03-21
1319,1658,87,Overhyped and not worth the money.,2000-04-18
1320,1175,6,Disappointing story and poorly designed levels.,2017-11-16
1321,625,94,Disappointing story and poorly designed levels.,2017-06-20
1322,735,23,Overhyped and not worth the money.,2011-08-21
1323,1717,30,Amazing gameplay and story! Highly recommend.,2013-07-09
1324,286,162,Amazing gameplay and story! Highly recommend.,1996-04-09
1325,1845,28,Super fun and addictive. Can’t wait for the sequel!,1995-03-18
1326,474,48,Disappointing story and poorly designed levels.,2020-02-03
1327,972,181,Overhyped and not worth the money.,1991-02-03
1328,74,104,Loved the character development and the plot twists.,1998-12-23
1329,1560,60,Amazing gameplay and story! Highly recommend.,2015-01-22
1330,1202,54,Innovative and engaging. Best game I’ve played in years.,2023-11-14
1331,372,162,Super fun and addictive. Can’t wait for the sequel!,1982-08-01
1332,1719,143,Terrible controls and clunky gameplay.,2016-07-27
1333,1536,188,Disappointing story and poorly designed levels.,2010-07-08
1334,1447,31,Glitches and bugs ruin the experience.,2022-12-21
1335,1472,86,Disappointing story and poorly designed levels.,1976-11-28
1336,736,163,Innovative and engaging. Best game I’ve played in years.,2019-07-07
1337,1682,158,Amazing gameplay and story! Highly recommend.,2024-07-12
1338,125,75,Amazing gameplay and story! Highly recommend.,2015-08-05
1339,1564,148,Repetitive and gets boring quickly.,2020-05-15
1340,1329,45,Super fun and addictive. Can’t wait for the sequel!,2017-10-14
1341,324,42,Repetitive and gets boring quickly.,2024-03-19
1342,1541,70,Super fun and addictive. Can’t wait for the sequel!,2006-02-08
1343,1853,174,Super fun and addictive. Can’t wait for the sequel!,1985-10-28
1344,1352,1,Loved the character development and the plot twists.,2020-05-03
1345,88,163,Repetitive and gets boring quickly.,2019-12-26
1346,476,141,Innovative and engaging. Best game I’ve played in years.,2024-10-08
1347,252,102,Innovative and engaging. Best game I’ve played in years.,2015-09-22
1348,1921,116,Graphics and mechanics are top-notch. A must-play!,2013-07-23
1349,339,113,Repetitive and gets boring quickly.,1996-01-07
1350,1651,199,Glitches and bugs ruin the experience.,2007-07-03
1351,1060,47,Repetitive and gets boring quickly.,2019-09-09
1352,596,171,Repetitive and gets boring quickly.,2021-05-30
1353,799,94,Glitches and bugs ruin the experience.,2023-11-18
1354,1644,78,Disappointing story and poorly designed levels.,2021-01-09
1355,1993,61,Amazing gameplay and story! Highly recommend.,1989-09-02
1356,393,193,Loved the character development and the plot twists.,2008-08-29
1357,1039,140,Innovative and engaging. Best game I’ve played in years.,2015-10-06
1358,1249,177,Disappointing story and poorly designed levels.,2002-06-20
1359,627,81,Terrible controls and clunky gameplay.,2019-02-09
1360,870,128,Graphics and mechanics are top-notch. A must-play!,2024-02-28
1361,1644,173,Amazing gameplay and story! Highly recommend.,2022-03-25
1362,387,178,Glitches and bugs ruin the experience.,2024-09-22
1363,47,117,Amazing gameplay and story! Highly recommend.,2015-09-27
1364,301,42,Glitches and bugs ruin the experience.,2023-06-02
1365,911,116,Overhyped and not worth the money.,2023-11-25
1366,506,137,Repetitive and gets boring quickly.,2024-07-22
1367,1069,83,Overhyped and not worth the money.,2013-05-29
1368,764,164,Innovative and engaging. Best game I’ve played in years.,2023-10-06
1369,1445,184,Graphics and mechanics are top-notch. A must-play!,2021-06-20
1370,1834,168,Innovative and engaging. Best game I’ve played in years.,2018-05-05
1371,372,173,Graphics and mechanics are top-notch. A must-play!,2021-07-09
1372,1317,175,Loved the character development and the plot twists.,2001-04-21
1373,1692,182,Super fun and addictive. Can’t wait for the sequel!,2022-08-21
1374,1277,41,Overhyped and not worth the money.,2020-08-17
1375,137,162,Innovative and engaging. Best game I’ve played in years.,2017-11-18
1376,1244,140,Super fun and addictive. Can’t wait for the sequel!,2018-12-31
1377,313,31,Loved the character development and the plot twists.,2024-05-14
1378,878,12,Graphics and mechanics are top-notch. A must-play!,2015-12-31
1379,211,34,Glitches and bugs ruin the experience.,2021-01-14
1380,605,123,Loved the character development and the plot twists.,2016-12-02
1381,789,69,Graphics and mechanics are top-notch. A must-play!,2020-08-07
1382,894,100,Disappointing story and poorly designed levels.,2005-11-09
1383,444,138,Innovative and engaging. Best game I’ve played in years.,2022-11-14
1384,12,68,Innovative and engaging. Best game I’ve played in years.,2019-12-11
1385,1864,5,Repetitive and gets boring quickly.,2006-02-17
1386,714,99,Disappointing story and poorly designed levels.,2016-06-08
1387,981,48,Loved the character development and the plot twists.,2015-06-01
1388,123,196,Loved the character development and the plot twists.,2021-05-07
1389,238,7,Glitches and bugs ruin the experience.,2012-09-19
1390,91,87,Graphics and mechanics are top-notch. A must-play!,2017-10-18
1391,656,147,Disappointing story and poorly designed levels.,2024-10-15
1392,959,68,Innovative and engaging. Best game I’ve played in years.,2017-02-19
1393,371,98,Disappointing story and poorly designed levels.,2023-09-04
1394,1653,6,Amazing gameplay and story! Highly recommend.,2023-02-12
1395,655,178,Loved the character development and the plot twists.,2023-03-13
1396,263,197,Terrible controls and clunky gameplay.,2022-06-13
1397,387,11,Overhyped and not worth the money.,2024-10-09
1398,501,101,Terrible controls and clunky gameplay.,2013-06-04
1399,1593,62,Disappointing story and poorly designed levels.,2015-08-10
1400,772,116,Glitches and bugs ruin the experience.,2020-12-14
1401,248,152,Disappointing story and poorly designed levels.,2006-09-02
1402,1736,193,Amazing gameplay and story! Highly recommend.,2024-01-12
1403,988,121,Amazing gameplay and story! Highly recommend.,2016-11-01
1404,565,3,Overhyped and not worth the money.,2001-07-13
1405,1767,34,Super fun and addictive. Can’t wait for the sequel!,2013-04-30
1406,662,151,Innovative and engaging. Best game I’ve played in years.,2023-11-23
1407,1607,18,Super fun and addictive. Can’t wait for the sequel!,1999-10-15
1408,1327,93,Loved the character development and the plot twists.,2024-04-17
1409,780,86,Terrible controls and clunky gameplay.,2020-10-27
1410,1237,114,Graphics and mechanics are top-notch. A must-play!,2014-10-17
1411,556,69,Repetitive and gets boring quickly.,2022-11-14
1412,630,116,Graphics and mechanics are top-notch. A must-play!,2023-11-21
1413,1566,160,Loved the character development and the plot twists.,2023-02-13
1414,644,156,Graphics and mechanics are top-notch. A must-play!,2024-03-30
1415,1714,196,Repetitive and gets boring quickly.,2024-05-02
1416,503,23,Disappointing story and poorly designed levels.,2018-03-31
1417,1275,49,Overhyped and not worth the money.,1995-04-21
1418,1212,21,Innovative and engaging. Best game I’ve played in years.,2003-10-26
1419,315,194,Repetitive and gets boring quickly.,2018-11-20
1420,1094,147,Amazing gameplay and story! Highly recommend.,2012-09-29
1421,797,40,Glitches and bugs ruin the experience.,2021-04-26
1422,870,99,Terrible controls and clunky gameplay.,2024-09-30
1423,891,60,Glitches and bugs ruin the experience.,1998-04-22
1424,1456,15,Disappointing story and poorly designed levels.,2024-03-14
1425,581,12,Overhyped and not worth the money.,2024-08-24
1426,1405,176,Glitches and bugs ruin the experience.,2017-10-06
1427,1592,4,Repetitive and gets boring quickly.,2024-05-28
1428,209,34,Amazing gameplay and story! Highly recommend.,2023-04-30
1429,1472,153,Overhyped and not worth the money.,2024-05-25
1430,1678,173,Disappointing story and poorly designed levels.,2022-08-15
1431,19,76,Repetitive and gets boring quickly.,2021-08-18
1432,78,61,Amazing gameplay and story! Highly recommend.,2022-11-27
1433,1709,92,Overhyped and not worth the money.,2003-07-30
1434,1184,136,Glitches and bugs ruin the experience.,2016-07-28
1435,1179,191,Terrible controls and clunky gameplay.,2023-04-23
1436,920,33,Graphics and mechanics are top-notch. A must-play!,2010-03-19
1437,512,128,Innovative and engaging. Best game I’ve played in years.,2004-03-06
1438,17,101,Amazing gameplay and story! Highly recommend.,2013-11-10
1439,1417,66,Super fun and addictive. Can’t wait for the sequel!,2019-04-04
1440,1326,92,Super fun and addictive. Can’t wait for the sequel!,2011-06-06
1441,351,176,Graphics and mechanics are top-notch. A must-play!,2008-01-19
1442,601,153,Overhyped and not worth the money.,2021-05-09
1443,477,107,Graphics and mechanics are top-notch. A must-play!,2012-08-18
1444,1628,86,Super fun and addictive. Can’t wait for the sequel!,1993-05-30
1445,114,146,Terrible controls and clunky gameplay.,2023-07-07
1446,37,116,Repetitive and gets boring quickly.,2023-05-24
1447,1585,84,Disappointing story and poorly designed levels.,2024-06-29
1448,1086,60,Terrible controls and clunky gameplay.,2009-04-01
1449,1345,146,Super fun and addictive. Can’t wait for the sequel!,2023-06-11
1450,701,152,Overhyped and not worth the money.,2023-08-13
1451,1280,74,Disappointing story and poorly designed levels.,2024-05-10
1452,1544,48,Disappointing story and poorly designed levels.,2018-02-13
1453,1168,158,Innovative and engaging. Best game I’ve played in years.,2022-07-02
1454,734,82,Overhyped and not worth the money.,2007-02-16
1455,1793,59,Repetitive and gets boring quickly.,2005-01-31
1456,665,41,Loved the character development and the plot twists.,2023-02-25
1457,1812,84,Graphics and mechanics are top-notch. A must-play!,2006-05-30
1458,368,7,Glitches and bugs ruin the experience.,2017-08-08
1459,419,31,Terrible controls and clunky gameplay.,2014-06-05
1460,237,37,Glitches and bugs ruin the experience.,2011-05-30
1461,1348,19,Loved the character development and the plot twists.,2023-06-13
1462,498,137,Overhyped and not worth the money.,2024-10-20
1463,1271,147,Graphics and mechanics are top-notch. A must-play!,2017-10-17
1464,1858,164,Overhyped and not worth the money.,2020-01-08
1465,222,69,Amazing gameplay and story! Highly recommend.,2007-05-03
1466,120,7,Glitches and bugs ruin the experience.,2016-01-03
1467,143,133,Loved the character development and the plot twists.,2023-02-13
1468,1327,88,Amazing gameplay and story! Highly recommend.,2024-03-04
1469,266,126,Terrible controls and clunky gameplay.,2011-05-07
1470,1714,172,Innovative and engaging. Best game I’ve played in years.,2017-06-25
1471,199,145,Overhyped and not worth the money.,2024-05-12
1472,670,130,Repetitive and gets boring quickly.,2013-03-30
1473,488,145,Graphics and mechanics are top-notch. A must-play!,2024-04-08
1474,1567,45,Innovative and engaging. Best game I’ve played in years.,2020-02-15
1475,1065,87,Super fun and addictive. Can’t wait for the sequel!,1996-01-09
1476,1377,50,Innovative and engaging. Best game I’ve played in years.,2004-10-13
1477,1232,115,Loved the character development and the plot twists.,2011-01-06
1478,828,81,Graphics and mechanics are top-notch. A must-play!,2018-06-19
1479,133,85,Disappointing story and poorly designed levels.,2018-11-15
